hgnc_symbol	logFC_MUO	PValue_MUO	entrezgene
AGR2	0.004281178	0.784137686	10551
MIR4535	-0.006277901	0.784149742	NA
MSRA	-0.014474053	0.784202018	4482
MSRA	-0.014474053	0.784202018	4482
JUNB	0.065377373	0.784214725	3726
CABYR	0.008588519	0.784214727	26256
HUNK	-0.011587959	0.784257224	30811
ESRG	0.009102958	0.784283596	NA
MIR4478	0.006408692	0.784325326	NA
NA	NA	NA	NA
NA	NA	NA	NA
PNMT	0.004813059	0.784392159	5409
ODF1	0.005092077	0.784453779	4956
LOC105378997	0.012023929	0.78447453	NA
CELF4	-0.008972169	0.78450162	56853
SNORD115-4	-0.003470283	0.784516448	NA
LOC105375032	0.032880511	0.784552946	NA
CDH17	0.005196708	0.78455799	1015
NA	NA	NA	NA
CROCC	0.013828822	0.784685062	9696
PQLC2	0.017926899	0.784722492	54896
C1orf194	0.005292618	0.784754377	127003
MIR3976HG	-0.003391813	0.784772799	NA
UBE2U	-0.004342214	0.784897895	148581
UBE2U	-0.004342214	0.784897895	148581
LOC646778	0.021885464	0.785041206	NA
SAGE2P	0.005807062	0.785066308	NA
KLRF2	-0.00300816	0.785207939	100431172
NA	NA	NA	NA
REG3A	-0.005414692	0.785253916	5068
KRT33A	0.007751467	0.785258623	3883
LOC400940	-0.005545481	0.785263517	NA
LOC101927481	-0.012878418	0.785282561	NA
LOC644656	-0.010044641	0.785296454	NA
SNORD91B	0.006818499	0.785300189	NA
NA	NA	NA	NA
C10orf76	-0.020856584	0.785331672	NA
LOC105375724	0.0047869	0.785355336	NA
MT1CP	0.037266322	0.785377775	NA
LOC105376165	-0.015590122	0.785395885	NA
LHX5	0.007498603	0.785443807	64211
MIR941-1	0.025756833	0.785455414	NA
FBXO22	-0.016444618	0.785462057	26263
LOC102724231	-0.007088797	0.785476989	NA
MIR4263	-0.011108401	0.785589859	NA
FOXK1 /// LOC105379728	-0.012642996	0.785643803	NA
BEND2	0.006862097	0.785705211	139105
LOC100506551	-0.008797781	0.7857403	NA
LOC102724776	0.003819054	0.785750577	NA
BFSP2	0.007123675	0.785769481	8419
NA	NA	NA	NA
LOC105378420	0.00481306	0.785812533	NA
NA	NA	NA	NA
SMG1	0.019566125	0.785913293	23049
FGF12-AS1	0.00429862	0.78595961	NA
LOC102724214	0.004821775	0.786096517	NA
PRKCZ	-0.007646832	0.786124485	5590
MAGEB6	0.009059361	0.786265698	158809
ZNF274	0.017002647	0.786355675	10782
RAB33A	0.014962333	0.786364332	9363
CMPK2 /// NRIR	-0.019679477	0.786371324	NA
NA	NA	NA	NA
LOC105369427	0.003967287	0.786416833	NA
CTRC	-0.012651716	0.786426216	11330
GKN2	-0.004124233	0.786445663	200504
NA	NA	NA	NA
RBFOX2	0.01021903	0.786579996	23543
LINC01235	-0.011160714	0.786651302	NA
PTPRD-AS1	0.006652832	0.786677204	NA
IGLV1-44	-0.005868095	0.786684245	NA
FAR2P2	0.009713309	0.786753115	NA
MIR575	0.009329661	0.786754021	NA
IRF2	-0.013863699	0.78676665	3660
FAM195A /// LOC100287175	-0.00918143	0.786801649	NA
LOC105373508	-0.006426129	0.786912023	NA
LINC00654 /// LOC105372513	0.014430456	0.786919639	NA
KRTAP10-12 /// KRTAP10-11	-0.024396625	0.787018772	NA
LOC105377690	0.007734026	0.787053948	NA
NA	NA	NA	NA
LIPC	-0.005868096	0.787185678	3990
DMP1	0.004359654	0.78721359	1758
STXBP5-AS1	-0.007237026	0.787216571	NA
LOC105374787	-0.004106794	0.787240077	NA
GDF9	-0.008004325	0.7872615	2661
GS1-600G8.3	-0.004525317	0.787300472	NA
LOC105372894	-0.005650112	0.787314845	NA
IGLV2-8	-0.024553572	0.787522137	NA
DEFT1P /// DEFT1P2	-0.011701312	0.787533322	NA
DEFT1P /// DEFT1P2	-0.011701312	0.787533322	NA
DPCR1	-0.006408692	0.787645053	NA
ITGAD	0.007341656	0.787667515	3681
LRRC31	-0.007053918	0.787678108	79782
KIR2DS1 /// KIR2DS2 /// KIR2DL1 /// LOC105379662	0.01361084	0.78768182	NA
NR5A2	-0.025530135	0.787685011	2494
PART1	-0.006626674	0.787849427	NA
FAM173A	0.010375977	0.787854842	65990
SLC22A6	0.009390694	0.787873196	9356
PPP2R2A	0.013192314	0.787904443	5520
TBC1D7 /// LOC100130357 /// LOC105374932	0.005798341	0.78791199	NA
LINC01440	0.0057809	0.787938749	NA
P2RX3	-0.007472448	0.788021023	5024
ANXA9	-0.009373257	0.788079384	8416
NA	NA	NA	NA
LOC100128751	-0.016601564	0.788115271	NA
ERAP2	0.091186522	0.788134567	64167
LOC105375527 /// LOC105375528	-0.004010881	0.788229936	NA
CLDN11 /// LOC105374213 /// LOC105374214	0.010515483	0.788241548	NA
SNORA12	0.120300291	0.788242185	NA
LOC283299	-0.004063197	0.788262951	NA
MTAP	0.008074079	0.788271058	4507
MTAP	0.008074079	0.788271058	4507
NA	NA	NA	NA
LOC105370514	0.005650109	0.788339423	NA
LINC00379	0.003470285	0.788359281	NA
CLN5	0.016060963	0.788372196	1203
SETD1A	0.012241909	0.788386138	9739
PLEKHM3	-0.015502929	0.788480798	389072
PLEKHM3	-0.015502929	0.788480798	389072
NA	NA	NA	NA
SPATA31D3	0.008405413	0.788541543	389762
NA	NA	NA	NA
LOC105370437	-0.003714425	0.78858354	NA
LOC100128130 /// LOC101927260	0.014334544	0.788584931	NA
MIR890	-0.00676618	0.788686855	NA
NA	NA	NA	NA
RNLS	-0.027832032	0.788727999	55328
WSCD1	0.012172155	0.788822273	23302
TEKT5	-0.006609236	0.788857098	146279
NA	NA	NA	NA
STKLD1	0.011727468	0.788903539	169436
MIR302E	-0.003278459	0.788946503	NA
LOC101926898	-0.005719867	0.78907292	NA
LOC105378270	-0.004935127	0.789183728	NA
TNFSF10	0.024762843	0.789250625	8743
ELP3	0.019374302	0.789278354	55140
LOC105371357	-0.006574362	0.789295796	NA
LRRTM3	0.005641394	0.789334217	347731
OSBPL9 /// LOC105378721	0.020342147	0.78936261	NA
LOC105374623	0.014962333	0.789377965	NA
LOC105372580	0.014814105	0.789389778	NA
NA	NA	NA	NA
CTBP1-AS2	0.016950336	0.789468292	NA
LAMTOR3	-0.020542688	0.789514711	8649
POTEH /// POTEG	-0.009713308	0.789563038	NA
LOC105369169	0.006277901	0.789613396	NA
PCDH9-AS2	-0.006495883	0.789656703	NA
LOC105379051	-0.007594518	0.789672497	NA
LOC101927522	0.018755232	0.78971353	NA
ULBP2	-0.017691478	0.789731923	80328
UFM1	0.015816821	0.789767099	51569
ODAM	0.003548758	0.789804304	54959
NA	NA	NA	NA
LOC105369559	-0.004063195	0.789843372	NA
NA	NA	NA	NA
GSK3B	-0.009940014	0.789992019	2932
MIR548XHG	-0.005536761	0.790012719	NA
NA	NA	NA	NA
NA	NA	NA	NA
CLDN23	0.021397183	0.79018231	137075
MAD2L2	-0.010375976	0.790230316	10459
LOC105377384	0.003444128	0.790244386	NA
RHOD	0.030901226	0.790283711	29984
MIR622	-0.009608678	0.790363104	NA
KLKB1	0.007585798	0.790450924	3818
KLKB1	0.007585798	0.790450924	3818
NA	NA	NA	NA
LOC401261	-0.014840263	0.790574589	NA
LOC105372906	0.010759626	0.790580689	NA
LOC105370804	-0.005981444	0.790596382	NA
IL31	-0.005964006	0.790613432	386653
NA	NA	NA	NA
CHEK2	0.009050642	0.790726105	11200
NA	NA	NA	NA
IGHV3-38	0.009887693	0.790806698	NA
LINCMD1	-0.011352539	0.790864881	NA
LOC105372839	-0.005135675	0.790897598	NA
CTD-3080P12.3	-0.010855538	0.790899451	NA
LYRM2 /// LOC105377887	-0.008231029	0.790905448	NA
LGSN	-0.00377546	0.79092519	51557
ANKRD54 /// MIR658	-0.016078403	0.790941915	NA
LINC01448	-0.004882813	0.79097244	NA
IGLV1-50	0.006722588	0.791032695	NA
LINC01483	-0.007411414	0.791034459	NA
LINC01483	-0.007411414	0.791034459	NA
NA	NA	NA	NA
LOC100130331	-0.005013599	0.791098398	NA
LOC102723765	-0.008047923	0.791147924	NA
PDC	0.005135673	0.791152525	5132
TSSK4	0.007245744	0.791216434	283629
LOC102724392	-0.004176548	0.791220059	NA
CFAP44	0.014116559	0.791229665	55779
NIPA1	-0.00909424	0.79129944	123606
PRKRIR	0.016688754	0.791304946	NA
NA	NA	NA	NA
MIR3919	-0.003871372	0.791326483	NA
ADRM1	-0.019775392	0.791384851	11047
ACTR3C	0.008544922	0.791385231	653857
ACTR3C	0.008544922	0.791385231	653857
NRG1	-0.0043335	0.791386468	3084
NRG1	-0.0043335	0.791386468	3084
LOC105371805	0.004629952	0.791418519	NA
LOC100131373	-0.011029926	0.791524609	NA
RALBP1	-0.020333427	0.791595249	10928
LOC105371245	0.00782122	0.791616455	NA
KLF3	-0.021030973	0.791625165	51274
LOC101927616	0.005693706	0.791652491	NA
LOC105369844	-0.005214148	0.791718618	NA
LINC00507	-0.005449566	0.791768316	NA
GPR26	-0.006138395	0.79177207	2849
ARL5A /// LOC101929356	-0.012782509	0.791833503	NA
LOC101929272	0.012686595	0.791855298	NA
LOC105374342	0.008143832	0.791875481	NA
AANAT	0.008510044	0.79190854	15
LOC105374895	0.007725304	0.791948721	NA
LOC105369922 /// LOC105369921	0.009172714	0.792007014	NA
SRSF10	0.015921459	0.792053444	10772
SRSF10	0.015921459	0.792053444	10772
ISX-AS1	-0.006199427	0.792069609	NA
ADGRF3	0.008841377	0.792130052	165082
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
LOC400743	0.008056642	0.792282809	NA
LOC101929531	-0.008004325	0.792289315	NA
MIR188	0.00794329	0.792291574	NA
NA	NA	NA	NA
OR6C4	-0.006338938	0.79237614	341418
ZNF847P	-0.00375802	0.79237626	NA
C12orf66	-0.018205916	0.792386024	144577
ZNF461	-0.014064244	0.792440485	92283
KRT81	0.00779506	0.792478677	3887
KRT81	0.00779506	0.792478677	3887
F13B	0.003304615	0.792482943	2165
VPS25	-0.03592355	0.792574789	84313
CATIP-AS1	0.01020159	0.792624945	NA
MED23	-0.017473494	0.792698237	9439
DEFB103A /// DEFB103B	-0.006077355	0.792702408	NA
LOC101929340	-0.009739465	0.792724528	NA
LINC01531	-0.006530761	0.79273753	NA
CST11	-0.003583634	0.792753875	140880
CYP46A1	0.018668038	0.792819421	10858
OR5K4	-0.004098077	0.79282738	403278
LOC102724080	-0.004176546	0.792852705	NA
GPR171	0.01036726	0.792869475	29909
CHMP3 /// RNF103-CHMP3 /// RNF103	0.010567803	0.792869722	NA
KRT76	-0.005493164	0.792948461	51350
INSM1	0.011997767	0.792998331	3642
NA	NA	NA	NA
CDC42BPG	-0.007359097	0.793124099	55561
NA	NA	NA	NA
VGLL1	0.010323663	0.793171968	51442
NA	NA	NA	NA
LOC105377283	0.005658833	0.793256744	NA
NA	NA	NA	NA
LOC105376557	-0.004734585	0.793362807	NA
LOC105374134	-0.006617956	0.793374243	NA
C1orf105	-0.00744629	0.793433613	92346
HLA-J /// HLA-A	-0.012599401	0.793460976	NA
PRR23D1 /// PRR23D2	0.010332381	0.793510573	NA
NA	NA	NA	NA
ATP2C1	0.02493722	0.7935887	27032
LCN9	0.005257739	0.793598107	392399
OR2A1	0.068716868	0.793604819	346528
MIR181A1	-0.004734585	0.793605387	NA
CACNA1C-IT3	-0.005589077	0.793656758	NA
LOC105379388	-0.005153112	0.793678538	NA
NA	NA	NA	NA
LOC105372570 /// LOC105372572	0.007158551	0.793807682	NA
GH2	-0.017438617	0.793816932	2689
LOC101928169	-0.004342214	0.793826119	NA
ZNF16	-0.01158796	0.793879153	7564
DOK1	0.018450054	0.793884235	1796
LOC101928912	0.003862652	0.793962914	NA
APC2	-0.011352539	0.79398565	10297
AXDND1	0.005536763	0.793999416	126859
MCM9	-0.015258789	0.794005623	254394
NA	NA	NA	NA
LOC105374086	-0.012355258	0.794106876	NA
MICALL1	-0.013916016	0.79412301	85377
NA	NA	NA	NA
PWP1	-0.016741071	0.794199878	11137
NFYB	0.023577007	0.794210686	4801
LOC101060553	0.006740026	0.79424017	NA
PIN4	-0.007088798	0.794385063	5303
LOC101927505	0.009007047	0.794482786	NA
TAF1A	-0.007864818	0.794515398	9015
NEURL2 /// SPATA25	-0.018711636	0.794521753	NA
MIRLET7E	-0.007367816	0.794532785	NA
NA	NA	NA	NA
SYTL5	0.004568916	0.794699598	94122
SYTL5	0.004568916	0.794699598	94122
CCDC42	0.008135115	0.794744656	146849
CYP21A1P /// CYP21A2	0.005179269	0.794841729	NA
SERPINA11	0.006016322	0.794977998	256394
MIR541	0.010280067	0.794993654	NA
NA	NA	NA	NA
PYDC2	0.005824495	0.795083253	152138
PCBD2	-0.017360141	0.795150785	84105
PCBD2	-0.017360141	0.795150785	84105
NF1 /// LOC105371724	0.011160714	0.795179906	NA
CRSP8P	0.006277902	0.795212521	NA
ARPIN	0.046683174	0.795214043	348110
EGF	0.006818498	0.795244264	1950
LOC100996664	0.005746023	0.795260238	NA
NA	NA	NA	NA
RYR2	0.004002162	0.795295097	6262
KBTBD12	0.004952567	0.795318501	166348
GID4	-0.014003205	0.795364466	79018
HDX	0.013384138	0.795368052	139324
SIKE1	-0.017177038	0.79558932	80143
TAAR9	0.005597795	0.795629243	134860
MICA	-0.052734375	0.795629729	100507436
ASTL	-0.008937293	0.795644566	431705
GPRC5B	0.027343749	0.795717048	51704
LOC105376651	0.007175989	0.79571823	NA
NA	NA	NA	NA
CEP63	0.014160154	0.795754291	80254
NA	NA	NA	NA
B3GALT6	-0.014003209	0.795872532	126792
USP50	0.008623395	0.795876752	NA
FAM224B /// FAM224A /// LOC105377217 /// LOC105377220	-0.007428849	0.795887603	NA
NA	NA	NA	NA
MRGPRF	0.037030902	0.795935374	116535
ASXL2	0.011901855	0.795966883	55252
ASXL2	0.011901855	0.795966883	55252
SAMSN1 /// LOC388813	0.004786902	0.795972082	NA
FGF6	0.004891532	0.796004461	2251
OR2L2	0.007890977	0.796099643	26246
LOC105378822	-0.004438127	0.796163179	NA
LOC102725079	-0.004586358	0.796230812	NA
NA	NA	NA	NA
LOC105374235	0.005362374	0.796363519	NA
OR6V1	-0.005998883	0.796385058	346517
PSG5	-0.01035854	0.796529235	5673
PGPEP1L	0.007734026	0.796555136	145814
NA	NA	NA	NA
EFCAB3	0.006365097	0.796564519	146779
LOC105376706	0.014334543	0.796607998	NA
MIR4312	-0.031529018	0.796683041	NA
STAM2	0.014055523	0.796724706	10254
MIR605	0.008728025	0.796732103	NA
NA	NA	NA	NA
ZNF768 /// ZNF747	0.020333427	0.796773306	NA
CCDC64	0.007899694	0.796806361	NA
MIR3688-1	0.003234863	0.796829357	NA
LCE2D	0.006879536	0.796847863	353141
FUT6	0.010419572	0.796888414	2528
TEX28 /// LOC102030688	0.010506765	0.796895081	NA
SNORD103A /// SNORD103B	-0.009809224	0.796909456	NA
SNORD103A /// SNORD103B	-0.009809224	0.796909456	NA
NA	NA	NA	NA
NA	NA	NA	NA
LOC102724719	-0.004089356	0.797014766	NA
NA	NA	NA	NA
TTLL10-AS1	-0.00816999	0.797097446	NA
IGKV2D-24	0.062656949	0.797103661	NA
FAM212B	0.011849539	0.797108876	NA
KIF25-AS1	0.010009767	0.797140846	NA
LOC105371489	-0.004255024	0.797173028	NA
LOC105372153 /// LOC105372154	-0.004621231	0.797202981	NA
GACAT3	-0.005859374	0.797226697	NA
LINC00426 /// LOC105369198	0.006295341	0.797229103	NA
SIX5	0.015293666	0.797237924	147912
WFDC13	-0.008265906	0.797287274	164237
LOC654342 /// LOC645166	-0.075962611	0.797292305	NA
LOC101928721	-0.007350376	0.797338037	NA
CLEC18A /// CLEC18C	0.016148158	0.797385297	NA
LOC101929567	-0.005179269	0.797408555	NA
HIST1H2BE	-0.009068082	0.797451024	8344
LOC105373841	0.006687707	0.797462765	NA
SLC4A11	0.013811382	0.797529736	83959
LOC105376736	-0.011125837	0.797554313	NA
NA	NA	NA	NA
HBA2	-0.034136091	0.797625501	3040
LOC105374436	0.00539725	0.797675489	NA
LOC105371735	0.006338937	0.797725423	NA
NHLRC1	0.008143834	0.797763229	378884
DUPD1	-0.009748188	0.797781053	338599
TTC3-AS1	0.005859375	0.797822011	NA
LRRC8A	0.010288782	0.797876654	56262
NA	NA	NA	NA
NA	NA	NA	NA
PSMA1	-0.012747629	0.798002731	5682
C16orf52 /// LOC102725138 /// LOC101930115	-0.015084402	0.798033582	NA
GOLGA6L1 /// GOLGA6L22	-0.009774343	0.798102979	NA
IGFBPL1	-0.013942174	0.79815827	347252
CSHL1	0.005031039	0.798162017	1444
LOC100130507	-0.005519322	0.798188875	NA
NA	NA	NA	NA
TOX2 /// LOC100128170	-0.017813548	0.798259073	NA
MOB2	-0.011518204	0.798395105	81532
GRAMD3	-0.023629325	0.798460474	NA
ARID5B	-0.040405274	0.798590967	84159
KLHL34	0.006975449	0.798613513	257240
NA	NA	NA	NA
LINC01490	0.007027762	0.798688674	NA
LOC105371820	0.005545482	0.79871965	NA
NA	NA	NA	NA
LOC105375635	-0.010175432	0.798780565	NA
UBTF	0.012538365	0.798801477	7343
GPC5	0.005623955	0.798876822	2262
NA	NA	NA	NA
LOC105378196	-0.006844656	0.7990378	NA
MIR3974	0.006312779	0.79906334	NA
CLCN4	0.02380371	0.799068653	1183
LOC105376072	0.005310058	0.799113587	NA
GOLGA8B	-0.007986887	0.79912529	440270
LOC285191	0.008911134	0.79914278	NA
SAGE1	0.003662112	0.799157501	55511
LOC105378283	-0.01082938	0.799189447	NA
TDGF1P3	-0.005379813	0.799210382	NA
ZNF689	0.011762347	0.799229562	115509
SLC35F2	0.00643485	0.799269985	54733
ONECUT3	0.011134555	0.799296426	NA
IL20RA	0.00540597	0.799305804	53832
WFDC6 /// EPPIN-WFDC6 /// EPPIN	0.004507881	0.799344235	NA
LOC102724566	0.00680978	0.799484511	NA
OR6C3	-0.005597795	0.799488635	254786
LOC105372356	0.00504848	0.799516363	NA
ADGRL4	-0.018624447	0.799531074	64123
NA	NA	NA	NA
LOC105373278 /// OR2T2 /// LOC105379285	0.003496442	0.799555448	NA
NA	NA	NA	NA
LOC105376472	-0.006112235	0.799563214	NA
MYH14	-0.022705076	0.799563256	79784
ORMDL1	0.02396066	0.799579001	94101
TRAV1-1	-0.014953614	0.79963633	NA
GOLGA6L4 /// GOLGA6L3 /// GOLGA6L17P	0.03590611	0.799716024	NA
NA	NA	NA	NA
LOC100130430	0.006434852	0.799753796	NA
LRRC27	-0.009748185	0.799766412	80313
NA	NA	NA	NA
NA	NA	NA	NA
SEC22B /// LOC102724364 /// LOC100996517 /// LOC100996716	0.015206474	0.800098471	NA
LOC105373942	0.004045759	0.800160518	NA
ANKRD34B	-0.005170553	0.800166569	340120
SLC2A14	-0.005475726	0.800171347	144195
PXMP4	-0.021432059	0.800318082	11264
MIR1183	-0.00743757	0.800322708	NA
RABGAP1 /// GPR21	-0.023908343	0.800360308	NA
SLITRK5	0.007027764	0.800365951	26050
INAFM1	-0.029392786	0.800377851	255783
NA	NA	NA	NA
CDHR1	-0.017578123	0.800411889	92211
LOC101929142	0.004115516	0.800424676	NA
C11orf44	-0.006748741	0.800447545	283171
NA	NA	NA	NA
NA	NA	NA	NA
LOC283332	0.005702426	0.800531368	NA
GCNT3	0.004682269	0.800584712	9245
RUSC1-AS1 /// LOC105371451	0.015537807	0.800587996	NA
NA	NA	NA	NA
TROAP	-0.00643485	0.800667059	10024
LINC01201	-0.007699147	0.800690197	NA
LOC102723704	-0.003191266	0.800695645	NA
LOC105377708	-0.00605992	0.800796511	NA
LOC105376567	0.005658828	0.800913724	NA
GPR31	-0.004717144	0.800948222	2853
NA	NA	NA	NA
WFDC3	0.006687711	0.801075847	140686
NA	NA	NA	NA
GABRA5	0.005937851	0.801086301	2558
BARX1	0.007699148	0.801135243	56033
ROPN1L-AS1	0.006399974	0.801196251	NA
MIR376A1	0.004002164	0.801204777	NA
COX6A2	0.011692593	0.801205936	1339
MIR3150B /// LOC105375650	-0.00932966	0.801245249	NA
NEFM	-0.006025043	0.801314825	4741
FLJ21408	-0.010375977	0.801339653	NA
NA	NA	NA	NA
C8orf48	-0.005135672	0.801394449	157773
ZBTB2	-0.023629324	0.801445322	57621
GDF3	-0.003269739	0.801473262	9573
LOC101929207	-0.008754183	0.801512969	NA
MIR4643	-0.003845218	0.801520093	NA
PI15	-0.004839218	0.801549228	51050
CT45A4	0.003897531	0.801561616	NA
MIR1471	0.005528041	0.801570959	NA
NA	NA	NA	NA
LOC105378091	0.008693148	0.801593718	NA
LINC01538	0.006356376	0.801654257	NA
RNU105B	0.043823241	0.801660266	NA
NA	NA	NA	NA
LINC00399	0.005484441	0.801728728	NA
NA	NA	NA	NA
TCEB3CL /// LOC102725060 /// LOC101929870	0.009617398	0.801801832	NA
PSMB5	0.028581891	0.801819438	5693
SCFD1	-0.011003767	0.80186724	23256
LOC101928565	0.006068638	0.801870076	NA
CCDC18	0.017020091	0.801881589	343099
NA	NA	NA	NA
MIR3129	-0.004734588	0.802098046	NA
C1orf167	0.011744908	0.802168587	284498
LOC285097	-0.009669712	0.802216348	NA
BANF2	-0.004725867	0.802244607	140836
SPATA4	0.004185267	0.802247741	132851
GABRG3	0.005222866	0.802291486	2567
GABRG3	0.005222866	0.802291486	2567
LOC105379407	-0.006112236	0.802344579	NA
UBA1	0.017857141	0.802428305	7317
NA	NA	NA	NA
ZNF714 /// VN1R81P	0.015398297	0.802555756	NA
NLRP8	-0.004420688	0.802609535	126205
LOC100130876	-0.012346541	0.802659518	NA
LOC101927053	-0.007175991	0.802661785	NA
NA	NA	NA	NA
ALG1L9P	-0.012991769	0.802703398	NA
DEFB103A /// DEFB103B	-0.005789621	0.802703687	NA
RASL11B	0.006609235	0.802706112	65997
LOC105370805	0.003461562	0.802803095	NA
LOC105378557	0.007324219	0.802920515	NA
LOC105371611	0.005623953	0.802937407	NA
UACA	0.02202497	0.802994553	55075
KNTC1	-0.008196151	0.803045306	9735
LOC105374201	0.00367083	0.803045588	NA
BARHL2	0.012363978	0.803046766	343472
C1orf147	0.005318775	0.80305271	NA
LOC105376643	0.010463171	0.803062293	NA
ABCB4	-0.006748745	0.803063952	5244
LINC01470	0.004080637	0.80307872	NA
LOC102724699	-0.008239747	0.803135421	NA
ERLEC1	0.015869142	0.803170965	27248
MRPL54	-0.015869137	0.803206258	116541
LOC645188	-0.004577637	0.803233599	NA
LOC105377765	0.004499163	0.803273346	NA
DUSP26	0.008091521	0.803362567	78986
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
ZNF70	-0.021118165	0.803526064	7621
PTGER3	-0.023838587	0.803538571	5733
PGD	-0.021309987	0.803544798	5226
NA	NA	NA	NA
LOC105370439	0.005467006	0.803670618	NA
RRH	-0.009277343	0.803713677	10692
GPR108	0.022234234	0.803783171	56927
MIR4450	0.02709961	0.803863467	NA
NA	NA	NA	NA
MRGPRX4	-0.004612515	0.804029208	117196
MIR4770	-0.003801617	0.804075733	NA
DOC2A	0.006373813	0.804111027	8448
LINC00896	-0.008370534	0.804139034	NA
LINC00343	0.003487724	0.804176419	NA
LINC00343	0.003487724	0.804176419	NA
TTBK1	-0.008797782	0.804301047	84630
INSRR	-0.006382535	0.804334651	3645
RPS6KA2	0.013950892	0.804355046	6196
TREX2	0.027169366	0.804408207	11219
TREX2	0.027169366	0.804408207	11219
LINC01277	0.012608119	0.804442491	NA
MIR496	-0.003278459	0.80447536	NA
LOC105374528	-0.004839215	0.804487116	NA
KRT85	0.00667027	0.804498616	3891
ZNF485	0.010245185	0.804512587	220992
ARID1B	-0.016479491	0.804554048	57492
NA	NA	NA	NA
PLAC8L1	0.006966727	0.804586702	153770
LOC105379611	-0.005667548	0.804588013	NA
LOC101927495	-0.007594518	0.804638973	NA
TFIP11	0.007210867	0.804661283	24144
SH2D7 /// LOC105370909	-0.009486608	0.804709776	NA
TMEM239	0.005841937	0.804711469	100288797
FAM110B	-0.013253349	0.804745263	90362
LZTFL1	0.019165041	0.804806189	54585
LINC01460	-0.004333496	0.804825027	NA
CNBD1	-0.003304619	0.804830683	168975
NA	NA	NA	NA
NA	NA	NA	NA
LOC100131372	-0.009294784	0.804909766	NA
NA	NA	NA	NA
LINC00951	-0.006434851	0.805031484	NA
FLJ46284	-0.004228862	0.805051598	NA
NA	NA	NA	NA
LLGL1	-0.023332867	0.805181655	3996
PAGE2	-0.010009763	0.805216457	203569
AAMDC	-0.007725309	0.805239002	28971
LOC105374424	-0.007672992	0.805241149	NA
MAPK8IP2 /// LOC105373099	0.00769915	0.805263473	NA
ITPR1-AS1	-0.008658273	0.805314183	NA
ADGRE3	-0.007952009	0.805345135	84658
C7orf69	0.006016324	0.805413544	80099
NA	NA	NA	NA
MIR525	0.006443569	0.805430761	NA
NA	NA	NA	NA
SLMAP	0.010323661	0.805510444	7871
LOC102723766	-0.006086078	0.805517155	NA
NA	NA	NA	NA
EFNA5	0.017246793	0.805674177	1946
NDUFB2	-0.009303499	0.805686959	4708
FAM35DP	0.019522531	0.805722737	NA
FBXO3-AS1	0.005920411	0.805792253	NA
NA	NA	NA	NA
KIF4B	-0.004446845	0.805823613	285643
LOC101927532	-0.006487163	0.805939554	NA
MIR485	0.004298621	0.805944322	NA
NTSR2	-0.003941129	0.805953108	23620
LOC100506813 /// LOC105373076	0.006347656	0.806095754	NA
LOC100129175	-0.003766739	0.806115958	NA
NA	NA	NA	NA
